id,titulo,anio,fecha,familia,tipologia,categoria,validacion,observacion,doi,url,fuente,activo
P-GR-477C408A2D10,APLICACIÓN WEB PARA LA COMERCIALIZACIÓN DE PRODUCTOS EN LA EMPRESA FLORIDA IMPORT,2020,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-D3AA18125F6F,SOFTWARE EL CESAR TE PROTEGE - COVID -19,2020,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-9B28930EA4D4,SISTEMA DE INFORMACIÓN PARA LAS ESTADÍSTICAS VITALES FRENTE AL COVID-19,2020,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-5E21260A16DF,REPOSITORIO DE PROYECTOS DE AULA UNICESAR,2020,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-E6A7D0660A44,APLICATIVO WEB PARA EL REPORTE DE LAS ACTIVIDADES COMPLEMENTARIAS EN LA UNIVERSIDAD POPULAR DEL CESAR,2020,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-14CCF4D1DED5,SISTEMA DE INFORMACIÓN PARA LA GESTIÓN DE ELECCIONES DENTRO DE UNA ORGANIZACIÓN,2019,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-7CBAD0D0F8B1,APLICACIÓN MÓVIL PARA EL PROCESO DE VOTACIÓN,2019,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-59F03160BA55,SERVICIOS WEB PARA LA INTEGRACIÓN DE LA PLATAFORMA ACADEMUSOFT Y LOS PAGOS REALIZADOS EN LOS BANCOS,2019,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-09ADA1D4A0CF,APLICACIÓN MÓVIL PARA LA ENSEÑANZA DE LA LECTURA Y ESCRITURA A NIÑOS EN CONDICIÓN DE DISCAPACIDAD AUDITIVA (VOCALAPP),2019,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-86EEC5622178,SOFTWARE WEB PARA LA SECCIÓN DE DEPORTES EN BIENESTAR UNIVERSITARIO DE LA UNIVERSIDAD POPULAR DEL CESAR,2019,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-C2ED698BB8EB,"APLICATIVO WEB PARA EL REGISTRO, CONTROL Y SEGUIMIENTO AL PLAN DE ACCIÓN DE LAS DEPENDENCIAS DE LA UNIVERSIDAD POPULAR DEL CESAR",2019,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-2C9CDCC34776,SISTEMA WEB PARA LA GESTIÓN E INSCRIPCIÓN PARA SEMINARIOS Y PREPARATORIOS EN LA FACULTAD DE ‎ DERECHO DE LA UNIVERSIDAD POPULAR DEL CESAR‎,2019,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-EC068A32BDF8,SIDIPA: SIMULADOR DISTRIBUIDO DE PANTALLAS PARA ONDAS SONOIDALES,2018,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-E6AE81CA1D89,SISOBEEM: SIMULADOR MULTI-AGENTE PARA EL ANÁLISIS DEL COMPORTAMIENTO SOCIAL ANTE UN ACONTECIMIENTO DE EMERGENCIA,2018,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-B880EFD5067B,QUALIS: SISTEMA DE MONITOREO DE MATERIAL PARTICULADO EN AIRE EN LAS MINAS DE CARBÓN A CIELO ABIERTO,2018,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-42A5C15B2601,SCMG: SISTEMA DE RECONOCIMIENTO DE PATRONES PARA MARCAS DE GANADERÍA,2018,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-6FE67D07E188,TMEXPRESS,2018,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-C3CED096CEE1,Sistema de información para la evaluación de pacientes,2018,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-9404D1F52134,Sistema de Información para el seguimiento a asignaturas,2018,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-80092F550158,Sistema de información para el registro de sintomas y diagnostico de enferemedades respiratorias,2018,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-2E2AB9781C6B,CONOCIENDO LOS MÉTODOS Y HÁBITOS DE ESTUDIO,2018,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-0636B6B7DB64,SOFTWARE PARA LA GESTIÓN E INSCRIPCIÓN DE DOCENTES A CONVOCATORIAS PARA LA VINCULACIÓN DE PROFESORES,2018,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-6BE21C9B38E2,SISTEMA INTEGRAL DE INFORMACION BIBLIOGRAFICA DE LA UPC,2018,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-986CDC308DFC,Aplicacion movil para la gestion de hoteles y casas rurales,2018,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-F80B3B09187D,sistema de integracion online en la ciudad de Valledupar - SICOV,2018,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-9B5B48B2378D,APLICACIÓN WEB PARA EL REGISTRO Y SEGUIMIENTO A LAS PRÁCTICAS PROFESIONALES.,2016,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-E2D3EE5543FB,APLICATIVO WEB PARA LA ASIGNACIÓN DE CITAS PARA LA IPS DE LA UNIVERSIDAD POPULAR DEL CESAR,2016,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-DAEFFAABA2BF,Aplicativo web para el seguimiento e inserción laboral de los egresados del programa de ingeniería de sistemas de la Universidad Popular del Cesar,2016,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-DDEA9CF46A5E,APLICATIVO WEB PARA LA GESTIÓN Y CONTROL DE LOS SUMINISTROS EMPRESARIALES.,2016,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-9305C400CA4D,APLICATIVO WEB PARA EL REGISTRO Y ASIGNACIÓN DE CITAS MÉDICAS.,2016,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-9D12008A401F,APLICATIVO MOVIL PARA EL SEGUIMIENTO E INSERCIÓN LABORAL DE EGRESADOS.,2016,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-5AC71D09D190,SCAT,2016,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-E52B998BB650,"SmartLight: Sistema de Monitoreo, control y automatización de gestión energética",2016,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-F26B7D5085A8,CONOCIENDO LOS MÉTODOS Y HÁBITOS DE ESTUDIO,2016,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-43E21FF5E5B0,MODULO PARA GENERAR ESTILOS DE APRENDIZAJE,2016,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-2540AD9D8CD0,SOFTWARE PARA EVALUACIÓN DE REHABILITACIÓN FUNCIONAL EN EXTREMIDADES INFERIORES EN PACIENTES CON DISCAPACIDAD Y TRAUMATOLOGÍA FÍSICA,2015,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-772FB810999F,UPARGUIDE,2015,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-94562A9A4731,Sistema de Información y gestión de predios ejidales de la ciudad de Valledupar,2015,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-8ABAD17F0549,SITHEC,2015,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-698AF330721B,Simulador de caldera pirotubular,2004,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-8AC932E7B76E,PIDSIM 1.0,2004,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-E4FE25660FE1,Simulador de Pasterizador de placas,2004,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-7E8B33709B65,Sofware de Métodos Numericos,2003,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-62E702B639B2,simper1.0,2003,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-F48D3ED2FDB4,Simulador de Pasterización,2001,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-5E3BB261D94B,Alineador de ejes de maquinaria rotativa basado en un indicador digital,1998,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-B16E6B1DD4BD,Diseño de Circuitos para Bombeo de Agua,1997,,Producción técnica y tecnológica,Computacional,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Softwares, consultado 2026-09-24",1
P-GR-CE880008BD36,"TECNOLOGÍA E INNOVACIÓN PARA SOLUCIONES EN SALUD S.A.S,",2015,,Producción técnica y tecnológica,Spin-off,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Empresas de base tecnológica, consultado 2026-09-24",1
P-GR-E1EDE91E68E3,ZAINO TECH,2015,,Producción técnica y tecnológica,Spin-off,,pendiente,,,https://scienti.minciencias.gov.co/gruplac/jsp/visualiza/visualizagr.jsp?nro=00000000002099,"GrupLAC, sección Empresas de base tecnológica, consultado 2026-09-24",1
